"","sk_caracterizacao_turismo_informal","Ano","massa_salarial","Número de ocupações","Gênero","Idade","Remuneração","Instrução","Horas Trabalhadas/Semana","Contribuição à Previdência Social","co_regiao_geografica","Região","Atividade Característica do Turismo"
"9105",1008,2015,125273.2833,395.8524959,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9106",3153,2013,17027.10108,25.1137184,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9107",2046,2015,1255932.508,939.7789226,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9108",2926,2013,117299.4408,43.7958748,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9109",1658,2013,26155.01892,51.6362552,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9110",1420,2014,0,44.77291,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9111",3524,2014,238675.329,352.5347497,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9112",2517,2012,418471.2107,188.3381002,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9113",2598,2013,2046.741796,29.2391685,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9114",1394,2013,1027897.49,2010.0924,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9115",1264,2013,68458.89381,105.7838821,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9116",1498,2013,26014.66208,18.5819015,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9117",2594,2012,37720.61698,101.7786697,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9118",2870,2012,11657.1912,14.571489,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",45,"Sul","Alimentação"
"9119",1426,2015,1130061.909,369.3862772,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9120",3464,2014,391615.9024,722.6667705,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9121",1283,2012,520536.8798,971.7549618,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Alimentação"
"9122",1481,2012,NA,58.0781495,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",39,"Sudeste","Alimentação"
"9123",1113,2014,46158.46786,93.8901395,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Alimentação"
"9124",2611,2012,86823.68734,839.4444416,"Feminino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Alimentação"
"9125",1755,2012,57434.10932,77.7689835,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9126",3336,2012,17851.16668,28.6996249,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9127",4057,2012,8609.887467,56.2792644,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9128",3287,2015,249950.6204,302.3081021,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9129",3092,2014,17546.22186,75.0906762,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9130",3211,2015,93544.39385,93.5443938,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Alimentação"
"9131",1359,2012,6873.910157,58.7292324,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9132",2499,2014,1113923.42,37.1307807,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",45,"Sul","Alimentação"
"9133",1765,2014,44688.40215,125.4898309,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9134",2540,2014,223116.9505,110.1463426,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9135",3461,2013,84124.83135,61.6817425,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9136",2502,2012,253502.8003,141.0388582,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",30,"Nordeste","Alimentação"
"9137",1769,2012,181597.9841,101.4226988,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Contribuinte",45,"Sul","Alimentação"
"9138",3963,2012,223815.8801,313.0835343,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",39,"Sudeste","Alimentação"
"9139",3840,2014,17942.39066,44.8559766,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9140",3332,2015,1435381.684,365.5076072,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9141",2789,2012,61816.493,58.7994887,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9142",931,2014,57670.15884,1153.10834,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Alimentação"
"9143",3896,2015,611985.6771,330.3714202,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9144",1298,2012,217628.7188,82.7429486,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9145",1983,2013,219919.0995,145.1027896,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9146",3874,2015,441438.2762,300.7110027,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9147",3627,2012,37113.37492,56.2092653,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9148",1997,2012,69718.77992,497.318194,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9149",4092,2014,59101.40416,120.0312708,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9150",979,2013,37429.54716,101.1899093,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9151",4164,2012,22063.71162,52.2193175,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9152",1058,2014,35282.18648,70.564373,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",30,"Nordeste","Alimentação"
"9153",3480,2014,196094.3726,83.8292393,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Alimentação"
"9154",1949,2012,10596.4615,20.2997347,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9155",2286,2012,300313.895,222.1028721,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",45,"Sul","Alimentação"
"9156",2111,2014,17680.34865,29.4672477,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9157",3531,2013,72846.5191,102.4737214,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",45,"Sul","Alimentação"
"9158",1876,2013,1605265.329,925.4333467,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9159",1867,2014,74989.06495,41.6605916,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Alimentação"
"9160",3086,2013,7968.356579,29.5124318,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",45,"Sul","Alimentação"
"9161",4008,2012,508123.7087,688.7909974,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9162",3661,2013,188886.7775,95.0956135,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9163",1430,2012,182364.56,373.2740465,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9164",1191,2013,532876.659,579.2081005,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9165",4237,2012,609136.2475,310.4680945,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Alimentação"
"9166",2868,2014,62009.23437,84.478756,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9167",4228,2012,75093.23781,154.8300946,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9168",1366,2014,87790.54947,467.7356441,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9169",1877,2013,1439300.646,810.5605746,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9170",1850,2014,2532238.261,2226.195833,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9171",1276,2013,12460.80453,12.4608045,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",45,"Sul","Alimentação"
"9172",3317,2015,627317.8315,263.9777163,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9173",1112,2013,14221.10244,52.9838205,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9174",2322,2013,1248571.877,529.3481815,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9175",2800,2012,165020.2531,316.1158683,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9176",3046,2013,126857.2751,209.3743076,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9177",2479,2012,515501.2623,219.8671263,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9178",1978,2012,423285.7077,200.020968,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9179",3434,2013,1496803.481,1506.937558,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9180",2998,2015,2471074.15,4071.042993,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9181",2758,2013,552285.5488,1841.267507,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9182",2081,2014,338885.7456,320.989778,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9183",4042,2013,579406.7518,822.6317094,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9184",3272,2012,NA,15.6797951,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",55,"Centro-Oeste","Alimentação"
"9185",1494,2012,13114.3401,14.571489,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9186",1673,2014,124344.0899,164.6380476,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",45,"Sul","Alimentação"
"9187",1051,2014,31225.12149,75.0906762,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9188",1697,2013,726838.1815,367.3751229,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",45,"Sul","Alimentação"
"9189",1537,2012,23561.69204,50.1193449,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Alimentação"
"9190",2157,2015,5824394.974,187.6697119,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",45,"Sul","Alimentação"
"9191",3772,2013,136593.3717,83.1266828,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9192",4169,2013,183605.7827,112.8279739,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9193",3945,2012,NA,28.6936369,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9194",2593,2012,6994.314722,14.571489,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9195",1906,2013,907591.9887,698.2422747,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9196",1953,2013,73671.77413,36.8358871,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9197",2247,2014,0,264.9199098,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Alimentação"
"9198",2228,2015,1001609.485,100.1609485,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",55,"Centro-Oeste","Alimentação"
"9199",2412,2014,659578.6157,261.2423929,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9200",3909,2015,843110.1086,493.7022746,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9201",2968,2014,37047.71404,37.047714,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9202",3410,2014,1145460.202,1550.68851,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9203",3830,2013,58947.4646,112.8638129,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9204",2571,2013,138842.0112,834.0481548,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Alimentação"
"9205",3255,2012,18141.50381,29.142978,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9206",1485,2014,157649.0611,220.838974,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",39,"Sudeste","Alimentação"
"9207",4002,2014,206123.4299,330.3559613,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",45,"Sul","Alimentação"
"9208",2094,2015,57809.13838,170.0268776,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9209",3902,2013,92499.61255,110.0157873,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9210",3978,2012,65449.14457,176.6076917,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9211",3408,2014,6127644.093,7742.610086,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9212",1897,2014,2820107.059,728.5522976,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9213",3846,2012,31023.69972,100.930067,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Alimentação"
"9214",1405,2015,1789847.068,1535.749261,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9215",1530,2015,1078974.767,1643.354301,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Alimentação"
"9216",3320,2012,NA,512.3185107,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Alimentação"
"9217",1286,2012,234966.2789,275.7263962,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9218",1458,2015,160190.6119,364.8786161,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9219",2381,2013,28987.76632,36.2347079,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9220",1501,2014,267346.5328,561.6519236,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Alimentação"
"9221",1608,2012,NA,15.6797951,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",55,"Centro-Oeste","Alimentação"
"9222",2337,2013,1193711.878,1392.096288,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9223",1246,2013,70657.68041,190.3005323,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9224",2352,2012,61109.20129,20.3697338,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9225",2243,2013,NA,234.6733272,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Alimentação"
"9226",2119,2013,51570.24189,36.8358871,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9227",1284,2012,1115861.409,2036.966091,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Alimentação"
"9228",4248,2014,192995.8299,107.9866104,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9229",1168,2013,375534.803,665.5135376,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9230",3682,2014,1596103.635,374.4372687,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9231",1261,2013,45336.93442,235.9918368,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Alimentação"
"9232",2786,2014,336116.8404,582.6386157,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9233",3780,2015,2201716.446,1970.766081,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",39,"Sudeste","Alimentação"
"9234",2618,2013,16102.1812,71.6047239,"Feminino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9235",3489,2013,117511.3985,238.6681288,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9236",3245,2014,55986.90418,108.9834099,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Alimentação"
"9237",2056,2013,162739.7129,137.8191863,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9238",924,2012,2731.364301,108.6385801,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9239",2818,2012,360608.7265,490.4878744,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",45,"Sul","Alimentação"
"9240",2435,2013,40130.42604,25.0815163,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",18,"Norte","Alimentação"
"9241",3707,2015,268395.1548,458.0889429,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",39,"Sudeste","Alimentação"
"9242",2464,2012,483966.6744,208.5972736,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9243",4179,2012,343639.5086,102.8986551,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",55,"Centro-Oeste","Alimentação"
"9244",2041,2014,29340.23374,83.8292393,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9245",1039,2012,63632.11293,171.8497827,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Alimentação"
"9246",1872,2012,1546812.203,882.0584713,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9247",3657,2012,31317.59067,69.5090915,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9248",1111,2013,NA,12.4061519,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",45,"Sul","Alimentação"
"9249",1291,2013,160343.1291,189.8229593,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Alimentação"
"9250",2649,2015,377403.4414,717.509317,"Feminino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9251",1223,2013,187502.8631,311.9573344,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",45,"Sul","Alimentação"
"9252",3474,2013,295100.5319,249.2689455,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Contribuinte",39,"Sudeste","Alimentação"
